"No.","Time","Source","Destination","Protocol","Length","Info"
"1533","5.709393","172.18.0.3","172.18.0.2","TCP","2968","54952  >  5000 [PSH, ACK] Seq=97164 Ack=1 Win=64256 Len=2896 TSval=805182100 TSecr=837618532"
"1534","5.719547","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=45036 Win=97024 Len=0 TSval=837618542 TSecr=805182100"
"1535","5.719554","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=50828 Win=91904 Len=0 TSval=837618542 TSecr=805182100"
"1536","5.719554","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=56620 Win=86784 Len=0 TSval=837618542 TSecr=805182100"
"1537","5.719555","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=63860 Win=111488 Len=0 TSval=837618542 TSecr=805182100"
"1538","5.719556","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=73996 Win=131712 Len=0 TSval=837618542 TSecr=805182100"
"1539","5.719557","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=76892 Win=137600 Len=0 TSval=837618542 TSecr=805182100"
"1540","5.719557","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=87028 Win=157824 Len=0 TSval=837618542 TSecr=805182100"
"1541","5.719558","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=97164 Win=166656 Len=0 TSval=837618542 TSecr=805182100"
"1542","5.719559","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=100060 Win=163840 Len=0 TSval=837618542 TSecr=805182100"
"1543","5.719750","172.18.0.3","172.18.0.2","TCP","5864","54952  >  5000 [PSH, ACK] Seq=100060 Ack=1 Win=64256 Len=5792 TSval=805182111 TSecr=837618542"
"1544","5.719818","172.18.0.3","172.18.0.2","TCP","11656","54952  >  5000 [PSH, ACK] Seq=105852 Ack=1 Win=64256 Len=11584 TSval=805182111 TSecr=837618542"
"1545","5.719823","172.18.0.3","172.18.0.2","TCP","4416","54952  >  5000 [PSH, ACK] Seq=117436 Ack=1 Win=64256 Len=4344 TSval=805182111 TSecr=837618542"
"1546","5.719828","172.18.0.3","172.18.0.2","TCP","18896","54952  >  5000 [PSH, ACK] Seq=121780 Ack=1 Win=64256 Len=18824 TSval=805182111 TSecr=837618542"
"1547","5.719863","172.18.0.3","172.18.0.2","TCP","18896","54952  >  5000 [PSH, ACK] Seq=140604 Ack=1 Win=64256 Len=18824 TSval=805182111 TSecr=837618542"
"1548","5.719869","172.18.0.3","172.18.0.2","TCP","7312","54952  >  5000 [PSH, ACK] Seq=159428 Ack=1 Win=64256 Len=7240 TSval=805182111 TSecr=837618542"
"1549","5.719875","172.18.0.3","172.18.0.2","TCP","21792","54952  >  5000 [PSH, ACK] Seq=166668 Ack=1 Win=64256 Len=21720 TSval=805182111 TSecr=837618542"
"1550","5.719881","172.18.0.3","172.18.0.2","TCP","21792","54952  >  5000 [PSH, ACK] Seq=188388 Ack=1 Win=64256 Len=21720 TSval=805182111 TSecr=837618542"
"1551","5.719884","172.18.0.3","172.18.0.2","RSL","4416","unknown 107 "
"1552","5.719888","172.18.0.3","172.18.0.2","TCP","1520","54952  >  5000 [ACK] Seq=214452 Ack=1 Win=64256 Len=1448 TSval=805182111 TSecr=837618542"
"1553","5.729873","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=105852 Win=178304 Len=0 TSval=837618553 TSecr=805182111"
"1554","5.729877","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=117436 Win=196480 Len=0 TSval=837618553 TSecr=805182111"
"1555","5.729878","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=121780 Win=192512 Len=0 TSval=837618553 TSecr=805182111"
"1556","5.729878","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=140604 Win=177536 Len=0 TSval=837618553 TSecr=805182111"
"1557","5.729970","172.18.0.3","172.18.0.2","OML","11656","OML "
"1558","5.730007","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=215900 Win=196480 Len=0 TSval=837618553 TSecr=805182111"
