"No.","Time","Source","Destination","Protocol","Length","Info"
"3780","11.697979","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=148 Win=65024 Len=0 TSval=838566052 TSecr=806129610"
"3781","11.697990","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=5940 Win=76672 Len=0 TSval=838566053 TSecr=806129611"
"3782","11.697990","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=10284 Win=85376 Len=0 TSval=838566053 TSecr=806129611"
"3783","11.697991","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=11732 Win=86912 Len=0 TSval=838566053 TSecr=806129611"
"3784","11.697991","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=13180 Win=85504 Len=0 TSval=838566053 TSecr=806129611"
"3785","11.698124","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=13180 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566052"
"3786","11.698192","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=16076 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3787","11.698234","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=18972 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3788","11.698239","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=21868 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3789","11.698253","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=24764 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3790","11.698257","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=27660 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3791","11.698271","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=30556 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3792","11.698275","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=33452 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3793","11.698289","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=36348 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
"3794","11.698292","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=39244 Ack=1 Win=64256 Len=2896 TSval=806129711 TSecr=838566053"
